Provinsi,Kabupaten,Tahun,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Komposit
Sulawesi Tengah,Banggai Laut,2022,14.17,27.05,24.06,8.38,1.07,65.67,2
Sulawesi Tengah,Banggai Laut,2023,13.17,36.88,30.5,4.98,22.42,65.81,2
Sulawesi Tengah,Banggai Laut,2024,14.15,26.33,25.14,8.61,0.96,66.08,3
Sulawesi Tengah,Buol,2018,16.65,43.08,40.02,8.69,6.97,67.0,4
Sulawesi Tengah,Buol,2019,16.08,25.76,17.33,8.95,12.94,67.59,6
Sulawesi Tengah,Buol,2020,15.19,39.72,21.73,8.98,6.07,68.17,6
Sulawesi Tengah,Buol,2021,13.93,27.93,19.19,9.06,5.64,68.76,6
Sulawesi Tengah,Buol,2022,14.06,14.29,12.63,9.07,5.26,69.05,6
Sulawesi Tengah,Buol,2023,12.85,23.76,12.22,5.89,3.81,69.32,6
Sulawesi Tengah,Buol,2024,13.36,15.92,17.55,9.58,4.27,69.73,6
Sulawesi Tengah,Donggala,2018,18.17,39.24,50.43,7.74,7.3,65.89,5
Sulawesi Tengah,Donggala,2019,18.03,30.85,43.65,7.51,6.88,66.37,5
Sulawesi Tengah,Donggala,2020,18.4,41.68,51.02,7.93,4.73,66.85,5
Sulawesi Tengah,Donggala,2021,17.39,26.5,40.06,8.15,4.54,67.33,5
Sulawesi Tengah,Donggala,2022,16.73,20.27,30.88,8.2,4.38,67.5,5
Sulawesi Tengah,Donggala,2023,16.3,31.02,47.32,6.08,22.75,67.61,5
Sulawesi Tengah,Donggala,2024,16.25,24.07,39.7,8.2,4.74,67.86,5
Sulawesi Tengah,Kota Palu,2018,6.74,40.71,13.77,10.62,0.14,69.93,6
Sulawesi Tengah,Kota Palu,2019,6.58,6.34,14.52,10.94,0.16,70.31,6
Sulawesi Tengah,Kota Palu,2020,6.83,6.4,5.24,11.51,0.23,70.68,6
Sulawesi Tengah,Kota Palu,2021,6.8,5.85,7.57,11.35,0.14,71.04,6
Sulawesi Tengah,Kota Palu,2022,7.17,4.55,3.94,11.57,0.12,71.09,6
Sulawesi Tengah,Kota Palu,2023,6.63,4.98,17.02,9.58,36.08,71.2,6
Sulawesi Tengah,Kota Palu,2024,6.56,10.97,13.53,11.43,0.1,71.45,6
Sulawesi Tengah,Morowali,2018,14.55,29.62,37.88,8.84,5.05,68.07,6
Sulawesi Tengah,Morowali,2019,14.34,16.99,19.07,9.02,3.39,68.45,6
Sulawesi Tengah,Morowali,2020,13.75,15.34,19.85,9.24,5.15,68.82,6
Sulawesi Tengah,Morowali,2021,13.43,13.83,18.12,9.3,2.85,69.18,6
Sulawesi Tengah,Morowali,2022,13.75,12.78,16.41,8.35,2.36,69.23,6
Sulawesi Tengah,Morowali,2023,12.58,13.54,18.61,10.87,16.02,69.23,6
Sulawesi Tengah,Morowali,2024,12.31,11.55,14.99,8.86,2.97,69.37,6
Sulawesi Tengah,Morowali Utara,2018,15.73,28.42,44.29,8.53,15.71,68.34,5
Sulawesi Tengah,Morowali Utara,2019,15.53,36.96,23.06,8.61,18.34,68.77,6
Sulawesi Tengah,Morowali Utara,2020,15.08,29.03,24.43,8.67,16.1,69.19,6
Sulawesi Tengah,Morowali Utara,2021,14.1,25.49,23.11,8.61,13.43,69.61,6
Sulawesi Tengah,Morowali Utara,2022,13.9,21.4,26.99,8.36,13.11,69.71,6
Sulawesi Tengah,Morowali Utara,2023,12.97,14.62,21.03,9.85,9.51,69.77,6
Sulawesi Tengah,Morowali Utara,2024,12.85,21.62,26.66,8.88,8.65,69.97,6
Sulawesi Tengah,Parigi Moutong,2018,17.55,34.88,41.97,7.27,3.51,63.19,5
Sulawesi Tengah,Parigi Moutong,2019,17.41,30.94,40.91,7.31,3.39,63.57,5
Sulawesi Tengah,Parigi Moutong,2020,16.64,33.64,34.24,7.69,3.03,63.94,5
Sulawesi Tengah,Parigi Moutong,2021,15.85,29.01,35.67,7.74,3.2,64.3,5
Sulawesi Tengah,Parigi Moutong,2022,15.28,20.03,35.17,8.27,2.95,64.35,6
Sulawesi Tengah,Parigi Moutong,2023,14.63,25.45,37.97,10.22,3.31,64.35,6
Sulawesi Tengah,Parigi Moutong,2024,14.91,21.5,30.86,8.34,3.29,64.62,6
Sulawesi Tengah,Poso,2018,17.16,24.6,38.27,9.01,7.13,70.16,6
Sulawesi Tengah,Poso,2019,16.71,23.44,16.35,9.16,8.49,70.51,6
Sulawesi Tengah,Poso,2020,15.65,16.06,16.81,9.39,5.59,70.85,6
Sulawesi Tengah,Poso,2021,15.45,15.88,19.14,9.58,5.09,71.18,6
Sulawesi Tengah,Poso,2022,15.92,13.49,24.2,9.72,5.03,71.19,6
Sulawesi Tengah,Poso,2023,15.18,16.37,23.57,8.47,6.66,71.19,6
Sulawesi Tengah,Poso,2024,15.16,16.07,15.74,9.53,5.38,71.33,6
Sulawesi Tengah,Sigi,2018,12.66,37.1,49.98,8.28,5.81,68.72,5
Sulawesi Tengah,Sigi,2019,12.6,31.51,47.56,8.48,5.69,69.15,6
Sulawesi Tengah,Sigi,2020,12.91,39.33,46.69,8.8,7.61,69.57,5
Sulawesi Tengah,Sigi,2021,12.45,29.03,48.13,8.62,6.77,69.99,5
Sulawesi Tengah,Sigi,2022,13.05,18.32,42.96,9.03,5.17,70.09,6
Sulawesi Tengah,Sigi,2023,12.3,21.46,47.82,3.53,7.68,70.15,6
Sulawesi Tengah,Sigi,2024,12.83,22.59,43.58,9.39,4.2,70.35,6
Sulawesi Tengah,Tojo Una-Una,2018,18.15,41.55,44.83,8.1,6.64,64.07,4
Sulawesi Tengah,Tojo Una-Una,2019,18.27,32.85,17.78,8.43,5.89,64.61,5
Sulawesi Tengah,Tojo Una-Una,2020,17.16,41.88,10.89,8.6,6.07,65.14,6
Sulawesi Tengah,Tojo Una-Una,2021,16.39,38.85,9.98,8.33,5.89,65.67,6
Sulawesi Tengah,Tojo Una-Una,2022,16.6,29.45,12.52,8.43,5.23,65.9,5
Sulawesi Tengah,Tojo Una-Una,2023,16.12,26.91,15.46,10.47,1.85,66.08,6
Sulawesi Tengah,Tojo Una-Una,2024,16.74,22.58,13.32,8.93,4.41,66.41,5
Sulawesi Tengah,Tolitoli,2018,13.3,38.13,33.97,8.23,3.2,64.12,5
Sulawesi Tengah,Tolitoli,2019,13.66,25.48,29.09,8.52,3.28,64.71,6
Sulawesi Tengah,Tolitoli,2020,13.09,25.8,24.54,8.77,3.18,65.3,6
Sulawesi Tengah,Tolitoli,2021,12.85,27.76,21.99,8.77,3.13,65.9,6
Sulawesi Tengah,Tolitoli,2022,13.51,14.48,27.18,8.98,2.96,66.18,6
Sulawesi Tengah,Tolitoli,2023,12.74,15.61,28.66,10.35,37.51,66.41,6
Sulawesi Tengah,Tolitoli,2024,12.85,8.9,31.23,8.87,2.6,66.78,6
Sulawesi Utara,Bolaang Mongondow,2018,8.02,48.24,45.53,7.71,5.73,68.61,6
Sulawesi Utara,Bolaang Mongondow,2019,7.67,22.62,32.17,7.94,5.01,68.86,6
Sulawesi Utara,Bolaang Mongondow,2020,7.47,22.18,29.46,8.2,5.65,69.22,6
Sulawesi Utara,Bolaang Mongondow,2021,7.27,20.05,33.19,8.33,4.12,69.36,6
Sulawesi Utara,Bolaang Mongondow,2022,7.58,25.77,31.79,8.54,3.68,69.45,6
Sulawesi Utara,Bolaang Mongondow,2023,7.04,42.38,22.31,9.32,4.15,69.78,6
Sulawesi Utara,Bolaang Mongondow,2024,7.37,33.54,28.53,8.81,3.02,70.07,6
Sulawesi Utara,Bolaang Mongondow Selatan,2018,14.16,53.11,43.85,7.68,9.67,64.03,4
Sulawesi Utara,Bolaang Mongondow Selatan,2019,13.6,38.89,20.55,8.03,5.98,64.19,5
Sulawesi Utara,Bolaang Mongondow Selatan,2020,13.27,27.12,31.2,8.39,4.4,64.45,6
Sulawesi Utara,Bolaang Mongondow Selatan,2021,12.77,28.52,23.5,8.53,3.48,64.49,6
Sulawesi Utara,Bolaang Mongondow Selatan,2022,12.85,35.58,37.55,8.76,3.69,64.49,5
Sulawesi Utara,Bolaang Mongondow Selatan,2023,11.92,53.83,24.91,9.25,2.05,64.74,5
Sulawesi Utara,Bolaang Mongondow Selatan,2024,12.04,42.53,27.48,8.65,3.16,64.95,5
Sulawesi Utara,Bolaang Mongondow Timur,2018,6.2,35.97,40.06,7.65,4.63,67.32,6
Sulawesi Utara,Bolaang Mongondow Timur,2019,6.03,25.77,35.48,7.98,5.15,67.51,6
Sulawesi Utara,Bolaang Mongondow Timur,2020,6.1,20.23,32.65,7.8,3.85,67.81,6
Sulawesi Utara,Bolaang Mongondow Timur,2021,5.88,25.0,39.65,8.42,2.57,67.89,6
Sulawesi Utara,Bolaang Mongondow Timur,2022,6.1,29.82,31.84,8.36,3.33,67.94,6
Sulawesi Utara,Bolaang Mongondow Timur,2023,5.85,43.86,25.76,9.59,27.02,68.24,6
Sulawesi Utara,Bolaang Mongondow Timur,2024,5.8,31.36,23.25,8.61,1.14,68.51,5
Sulawesi Utara,Bolaang Mongondow Utara,2018,8.89,54.21,52.9,8.82,7.52,66.98,5
Sulawesi Utara,Bolaang Mongondow Utara,2019,8.64,37.99,41.02,8.73,4.45,67.21,6
Sulawesi Utara,Bolaang Mongondow Utara,2020,8.45,46.76,35.62,8.86,3.73,67.54,6
Sulawesi Utara,Bolaang Mongondow Utara,2021,8.41,25.39,34.16,9.08,3.13,67.66,6
Sulawesi Utara,Bolaang Mongondow Utara,2022,8.03,28.74,32.15,8.26,2.8,67.73,6
Sulawesi Utara,Bolaang Mongondow Utara,2023,7.31,52.29,27.37,10.07,24.69,68.05,6
Sulawesi Utara,Bolaang Mongondow Utara,2024,7.9,37.95,26.84,8.92,2.91,68.33,6
Sulawesi Utara,Kep. Siau Tagulandang Biaro,2018,10.33,60.46,45.79,9.29,0.55,69.85,2
Sulawesi Utara,Kep. Siau Tagulandang Biaro,2019,9.87,26.5,51.38,9.02,0.7,70.14,5
Sulawesi Utara,Kep. Siau Tagulandang Biaro,2020,9.56,22.36,37.25,9.13,0.63,70.54,3
Sulawesi Utara,Kep. Siau Tagulandang Biaro,2021,8.94,17.28,55.36,9.37,0.63,70.73,3
Sulawesi Utara,Kep. Siau Tagulandang Biaro,2022,8.94,16.2,54.18,9.37,0.6,70.87,3
Sulawesi Utara,Kep. Siau Tagulandang Biaro,2023,8.2,32.98,58.11,8.34,11.51,71.27,3
Sulawesi Utara,Kep. Siau Tagulandang Biaro,2024,8.76,28.25,49.95,9.68,0.44,71.59,3
Sulawesi Utara,Kepulauan Sangihe,2018,11.8,62.98,55.11,8.57,0.86,69.35,2
Sulawesi Utara,Kepulauan Sangihe,2019,11.82,38.4,26.72,8.43,0.63,69.6,3
Sulawesi Utara,Kepulauan Sangihe,2020,11.15,41.23,24.47,8.55,0.63,69.96,3
Sulawesi Utara,Kepulauan Sangihe,2021,11.14,32.78,28.21,8.74,0.57,70.1,3
Sulawesi Utara,Kepulauan Sangihe,2022,11.02,39.3,19.46,9.0,0.54,70.18,3
Sulawesi Utara,Kepulauan Sangihe,2023,10.5,54.42,31.55,8.73,3.48,70.51,3
Sulawesi Utara,Kepulauan Sangihe,2024,11.01,32.81,27.43,9.23,0.65,70.78,4
Sulawesi Utara,Kepulauan Talaud,2018,9.77,43.69,50.87,8.84,2.37,69.48,4
Sulawesi Utara,Kepulauan Talaud,2019,9.5,25.6,25.4,9.24,2.36,69.71,6
Sulawesi Utara,Kepulauan Talaud,2020,9.86,31.14,30.69,9.62,2.96,70.04,6
Sulawesi Utara,Kepulauan Talaud,2021,9.49,17.44,35.18,9.97,2.1,70.16,6
Sulawesi Utara,Kepulauan Talaud,2022,9.0,42.76,25.8,9.81,1.98,70.24,6
Sulawesi Utara,Kepulauan Talaud,2023,8.25,49.2,30.36,8.87,9.23,70.57,6
Sulawesi Utara,Kepulauan Talaud,2024,8.46,49.2,29.79,10.01,1.41,70.91,6
Sulawesi Utara,Kota Bitung,2018,6.62,53.31,14.75,9.97,0.41,70.54,5
Sulawesi Utara,Kota Bitung,2019,6.67,28.21,5.82,9.65,0.42,70.72,5
Sulawesi Utara,Kota Bitung,2020,6.49,25.04,7.05,9.96,0.51,71.0,5
Sulawesi Utara,Kota Bitung,2021,6.41,20.27,9.88,9.95,0.37,71.07,6
Sulawesi Utara,Kota Bitung,2022,6.43,32.87,8.88,10.03,0.34,71.1,5
Sulawesi Utara,Kota Bitung,2023,6.2,29.52,2.99,9.32,7.42,71.38,6
Sulawesi Utara,Kota Bitung,2024,6.56,32.91,4.42,10.11,0.29,71.68,6
Sulawesi Utara,Kota Kotamobagu,2018,5.9,48.67,17.3,9.55,0.15,69.72,5
Sulawesi Utara,Kota Kotamobagu,2019,5.96,12.41,13.33,10.41,0.16,69.97,6
Sulawesi Utara,Kota Kotamobagu,2020,5.71,10.97,9.24,10.19,0.15,70.33,6
Sulawesi Utara,Kota Kotamobagu,2021,5.42,8.22,6.74,10.12,0.13,70.47,6
Sulawesi Utara,Kota Kotamobagu,2022,5.74,12.87,14.43,10.63,0.12,70.6,6
Sulawesi Utara,Kota Kotamobagu,2023,5.19,23.91,22.49,8.53,55.35,70.98,6
Sulawesi Utara,Kota Kotamobagu,2024,5.03,23.29,17.6,10.08,0.11,71.34,6
Sulawesi Utara,Kota Manado,2018,5.46,49.24,7.83,10.68,0.06,71.34,6
Sulawesi Utara,Kota Manado,2019,5.38,10.39,5.08,10.63,0.06,71.52,6
Sulawesi Utara,Kota Manado,2020,5.51,14.34,4.54,11.38,0.07,71.8,6
Sulawesi Utara,Kota Manado,2021,5.86,7.94,2.19,10.82,0.05,71.87,6
Sulawesi Utara,Kota Manado,2022,6.19,16.05,4.64,11.4,0.03,71.9,6
Sulawesi Utara,Kota Manado,2023,5.85,26.17,9.18,8.48,10.27,72.18,6
Sulawesi Utara,Kota Manado,2024,5.79,14.92,2.91,11.25,0.03,72.5,6
Sulawesi Utara,Kota Tomohon,2018,6.47,47.97,28.89,10.51,0.2,71.18,6
Sulawesi Utara,Kota Tomohon,2019,5.95,11.61,15.59,10.79,0.16,71.43,6
Sulawesi Utara,Kota Tomohon,2020,5.62,9.94,14.26,10.91,0.15,71.79,6
Sulawesi Utara,Kota Tomohon,2021,5.6,8.88,15.43,11.33,0.13,71.93,6
Sulawesi Utara,Kota Tomohon,2022,5.69,20.01,16.05,10.64,0.13,72.06,6
Sulawesi Utara,Kota Tomohon,2023,5.26,21.31,18.85,8.8,9.84,72.44,6
Sulawesi Utara,Kota Tomohon,2024,5.6,34.71,19.78,11.24,0.19,72.84,6
Sulawesi Utara,Minahasa,2018,7.9,35.72,35.77,9.76,1.74,70.46,6
Sulawesi Utara,Minahasa,2019,7.3,21.11,23.74,9.93,1.34,70.67,6
Sulawesi Utara,Minahasa,2020,7.18,26.21,17.92,9.61,1.35,70.98,6
Sulawesi Utara,Minahasa,2021,7.3,20.08,28.54,9.91,0.96,71.08,6
Sulawesi Utara,Minahasa,2022,7.67,25.99,26.48,10.05,0.89,71.16,6
Sulawesi Utara,Minahasa,2023,7.05,32.77,23.8,8.51,4.87,71.49,6
Sulawesi Utara,Minahasa,2024,6.87,24.85,20.89,10.61,0.71,71.82,6
Sulawesi Utara,Minahasa Selatan,2018,9.78,55.58,49.36,9.3,2.45,69.24,5
Sulawesi Utara,Minahasa Selatan,2019,9.34,43.98,33.12,9.1,2.11,69.47,6
Sulawesi Utara,Minahasa Selatan,2020,9.26,37.47,19.36,9.16,2.03,69.8,6
Sulawesi Utara,Minahasa Selatan,2021,9.14,44.95,26.47,9.71,2.04,69.92,6
Sulawesi Utara,Minahasa Selatan,2022,9.37,38.94,26.91,9.34,1.94,70.01,6
Sulawesi Utara,Minahasa Selatan,2023,9.0,49.51,22.53,7.76,4.66,70.35,6
Sulawesi Utara,Minahasa Selatan,2024,8.89,41.07,21.34,9.76,2.02,70.71,5
Sulawesi Utara,Minahasa Tenggara,2018,14.08,53.58,47.1,9.21,2.48,69.58,5
Sulawesi Utara,Minahasa Tenggara,2019,13.29,42.82,18.88,9.43,2.38,69.77,6
Sulawesi Utara,Minahasa Tenggara,2020,12.78,32.49,27.97,9.15,2.92,70.07,6
Sulawesi Utara,Minahasa Tenggara,2021,12.3,33.21,16.79,9.17,1.8,70.15,6
Sulawesi Utara,Minahasa Tenggara,2022,12.47,40.53,21.84,9.61,1.5,70.21,6
Sulawesi Utara,Minahasa Tenggara,2023,11.78,52.39,19.41,10.59,9.8,70.52,6
Sulawesi Utara,Minahasa Tenggara,2024,11.84,47.24,13.73,9.18,1.4,70.86,6
Sulawesi Utara,Minahasa Utara,2018,7.46,37.29,34.04,9.96,1.75,70.86,6
Sulawesi Utara,Minahasa Utara,2019,6.99,26.57,23.41,10.21,1.3,71.03,6
Sulawesi Utara,Minahasa Utara,2020,6.93,32.8,16.88,10.1,1.37,71.31,6
Sulawesi Utara,Minahasa Utara,2021,7.0,26.68,10.73,10.28,1.0,71.38,6
Sulawesi Utara,Minahasa Utara,2022,7.11,33.26,11.75,9.89,0.87,71.4,6
Sulawesi Utara,Minahasa Utara,2023,6.6,42.64,17.71,8.68,2.88,71.68,6
Sulawesi Utara,Minahasa Utara,2024,6.65,35.63,10.85,10.49,0.78,71.99,6
